"candidate_name","candidate_party","candidate_votes","total_registered_votes","total_polled_votes","total_valid_votes","total_rejected_votes","PA_ID","year","failed","sum_valid_votes"
"Muhammad Tarique","Muttahida Qaumi Movement Pakistan",193,"178048","95516","91305","4211","PS-49",2018,0,91305
"Mumtaz Ali","Independent",1401,"178048","95516","91305","4211","PS-49",2018,0,91305
"Musaddique Bhurgri","Independent",83,"178048","95516","91305","4211","PS-49",2018,0,91305
"Nemoon","Independent",2053,"178048","95516","91305","4211","PS-49",2018,0,91305
"Noor Ahmed Bhurgri","Pakistan Peoples Party Parliamentarians",52953,"178048","95516","91305","4211","PS-49",2018,0,91305
"Sadat Ahmed Bhurgri","Independent",405,"178048","95516","91305","4211","PS-49",2018,0,91305
"Sardar Ghulam Mustafa","Independent",41,"178048","95516","91305","4211","PS-49",2018,0,91305
"Shuja Muhammad Shah","Independent",32057,"178048","95516","91305","4211","PS-49",2018,0,91305
"Abdul Raheem Pathan","Independent",656,"155001","58485","52945","5540","PS-5",2018,0,52945
"Ahsan Ali Mirani","Independent",200,"155001","58485","52945","5540","PS-5",2018,0,52945
"Dil Murad","Sindh United Party",337,"155001","58485","52945","5540","PS-5",2018,0,52945
"Faique Ali","Independent",192,"155001","58485","52945","5540","PS-5",2018,0,52945
"Ihsan Ahmed Soomro","Independent",414,"155001","58485","52945","5540","PS-5",2018,0,52945
"Jamsher Ogahi","Independent",1299,"155001","58485","52945","5540","PS-5",2018,0,52945
"Muhammad Ramzan Soomro","Independent",166,"155001","58485","52945","5540","PS-5",2018,0,52945
"Muhammad Yaqoob","Independent",108,"155001","58485","52945","5540","PS-5",2018,0,52945
"Rabnawaz","Muttahida Majlis-e-Amal Pakistan",19637,"155001","58485","52945","5540","PS-5",2018,0,52945
"Sardar Ali Akbar Bangwar","Independent",127,"155001","58485","52945","5540","PS-5",2018,0,52945
"Sardar Ghulam Abid","Pakistan Peoples Party Parliamentarians",29809,"155001","58485","52945","5540","PS-5",2018,0,52945
"Arbab Ghulam Rahim","Independent",1178,"167155","89499","85547","3952","PS-50",2018,0,85196
"Choudary Ahsan Gill","Independent",249,"167155","89499","85547","3952","PS-50",2018,0,85196
"Fozia Khalid","Muttahida Majlis-e-Amal Pakistan",216,"167155","89499","85547","3952","PS-50",2018,0,85196
"Inayat Ullah","Grand Democratic Alliance",27545,"167155","89499","85547","3952","PS-50",2018,0,85196
"Mir ejaz ali khan","Tabdeeli Pasand Party Pakistan",525,"167155","89499","85547","3952","PS-50",2018,0,85196
"Mir Hayat Khan","Independent",149,"167155","89499","85547","3952","PS-50",2018,0,85196
"Mir zafar ullah khan talpur","Independent",1153,"167155","89499","85547","3952","PS-50",2018,0,85196
"Mukhtiar Ahmed","Allah-o-Akbar Tehreek",104,"167155","89499","85547","3952","PS-50",2018,0,85196
"Nazeer Ahmed","Independent",0,"167155","89499","85547","3952","PS-50",2018,0,85196
"Pahlaj Rai","Independent",3184,"167155","89499","85547","3952","PS-50",2018,0,85196
"Rukhsana","Pak Sarzameen Party",242,"167155","89499","85547","3952","PS-50",2018,0,85196
"Sajjad Ahmed","Pakistan Muslim League (N)",532,"167155","89499","85547","3952","PS-50",2018,0,85196
"Tariq ali","Pakistan Peoples Party Parliamentarians",50119,"167155","89499","85547","3952","PS-50",2018,0,85196
"Abdul Raheem","Independent",23,"170319","99368","94270","5098","PS-51",2018,0,94252
"Ali Hyder Shah","Independent",714,"170319","99368","94270","5098","PS-51",2018,0,94252
"Eshrat naz","Muttahida Majlis-e-Amal Pakistan",51,"170319","99368","94270","5098","PS-51",2018,0,94252
"Fakir Muhammad Jadam Mangrio","Grand Democratic Alliance",29016,"170319","99368","94270","5098","PS-51",2018,0,94252
"Kanji","Independent",516,"170319","99368","94270","5098","PS-51",2018,0,94252
"Khadam Ali","Sindh United Party",29,"170319","99368","94270","5098","PS-51",2018,0,94252
"Khamiso","Independent",450,"170319","99368","94270","5098","PS-51",2018,0,94252
"Khizar Hayat","Independent",583,"170319","99368","94270","5098","PS-51",2018,0,94252
"Mariam Bai","Pakistan Muslim League (N)",382,"170319","99368","94270","5098","PS-51",2018,0,94252
"Muhammad Aslam","Independent",95,"170319","99368","94270","5098","PS-51",2018,0,94252
"Sardar Ghulam Mustafa","Independent",4001,"170319","99368","94270","5098","PS-51",2018,0,94252
"Sartaj Ali Shah","Independent",101,"170319","99368","94270","5098","PS-51",2018,0,94252
"Syed Sardar Ali Shah","Pakistan Peoples Party Parliamentarians",56657,"170319","99368","94270","5098","PS-51",2018,0,94252
"Syed Sarfraz Ali Shah","Independent",1634,"170319","99368","94270","5098","PS-51",2018,0,94252
"Abid Veryamani","Sindh United Party",83,"138003","91359","86263","5096","PS-52",2018,0,86263
"Allah Dad","Independent",60,"138003","91359","86263","5096","PS-52",2018,0,86263
"Arbab Ghulam Rahim","Grand Democratic Alliance",31979,"138003","91359","86263","5096","PS-52",2018,0,86263
"Asghar Ali","Independent",46,"138003","91359","86263","5096","PS-52",2018,0,86263
"Farooq Sattar","Independent",71,"138003","91359","86263","5096","PS-52",2018,0,86263
"Ghulam Qadir","Independent",67,"138003","91359","86263","5096","PS-52",2018,0,86263
"Kishin Chand Parwani","Independent",98,"138003","91359","86263","5096","PS-52",2018,0,86263
"Mai Lali","Independent",102,"138003","91359","86263","5096","PS-52",2018,0,86263
"Neelam Walgi","Pakistan Muslim League (N)",143,"138003","91359","86263","5096","PS-52",2018,0,86263
"Prem Chand","Pak Sarzameen Party",74,"138003","91359","86263","5096","PS-52",2018,0,86263
"Salma","Muttahida Majlis-e-Amal Pakistan",134,"138003","91359","86263","5096","PS-52",2018,0,86263
"Samiullah","Independent",26,"138003","91359","86263","5096","PS-52",2018,0,86263
"Sunderaj","Independent",888,"138003","91359","86263","5096","PS-52",2018,0,86263
"Syed Ali Mardan Shah","Pakistan Peoples Party Parliamentarians",52139,"138003","91359","86263","5096","PS-52",2018,0,86263
"Syed Ameer Ali Shah","Independent",100,"138003","91359","86263","5096","PS-52",2018,0,86263
"Wasdev","Independent",253,"138003","91359","86263","5096","PS-52",2018,0,86263
"Abdul Haq","Independent",14,"153545","95876","92098","3778","PS-53",2018,0,92098
"Ashok Parmar","Independent",198,"153545","95876","92098","3778","PS-53",2018,0,92098
"Babar Hayat Baloch","Independent",24,"153545","95876","92098","3778","PS-53",2018,0,92098
"Bushra","Amun Taraqqi Party",30,"153545","95876","92098","3778","PS-53",2018,0,92098
"Dost Muhammad","Pakistan Tehreek-e-Insaf",31623,"153545","95876","92098","3778","PS-53",2018,0,92098
"Gul Zaman","Independent",41,"153545","95876","92098","3778","PS-53",2018,0,92098
"Gulzar Ali","Tehreek-e-Labbaik Pakistan",201,"153545","95876","92098","3778","PS-53",2018,0,92098
"Mir Amanullah  Khan Talpur","Pakistan Muslim League (N)",3386,"153545","95876","92098","3778","PS-53",2018,0,92098
"Mir Ghazanfar Ali Talpur","Independent",15,"153545","95876","92098","3778","PS-53",2018,0,92098
"Mir Muzafar Talpur","Independent",10,"153545","95876","92098","3778","PS-53",2018,0,92098
"Moolchand","Independent",667,"153545","95876","92098","3778","PS-53",2018,0,92098
"Muhammad Bux","Independent",103,"153545","95876","92098","3778","PS-53",2018,0,92098
"Muhammad Farhan Khan","Pak Sarzameen Party",47,"153545","95876","92098","3778","PS-53",2018,0,92098
"Muhammad Jam","Independent",377,"153545","95876","92098","3778","PS-53",2018,0,92098
"Muhammad Raheem","Sindh United Party",24,"153545","95876","92098","3778","PS-53",2018,0,92098
"Muhammad Taimur Talpur","Pakistan Peoples Party Parliamentarians",55155,"153545","95876","92098","3778","PS-53",2018,0,92098
"Muhammad Younis Talpur","Independent",127,"153545","95876","92098","3778","PS-53",2018,0,92098
"Salma","Muttahida Majlis-e-Amal Pakistan",56,"153545","95876","92098","3778","PS-53",2018,0,92098
"Abdul Aziz","Muttahida Majlis-e-Amal Pakistan",240,"99108","67490","63390","4100","PS-54",2018,0,63390
"Abdul Razzaque","Grand Democratic Alliance",25955,"99108","67490","63390","4100","PS-54",2018,0,63390
"Ali Akbar","Independent",71,"99108","67490","63390","4100","PS-54",2018,0,63390
"Dilawar Khan","Independent",967,"99108","67490","63390","4100","PS-54",2018,0,63390
"Dost Muhammad","Pakistan Peoples Party Parliamentarians",24844,"99108","67490","63390","4100","PS-54",2018,0,63390
"Habibullah","Independent",273,"99108","67490","63390","4100","PS-54",2018,0,63390
"Jai Shankar","Independent",391,"99108","67490","63390","4100","PS-54",2018,0,63390
"Liaquat Ali","Independent",350,"99108","67490","63390","4100","PS-54",2018,0,63390
"Mumtaz Ali Rahimoon","Independent",92,"99108","67490","63390","4100","PS-54",2018,0,63390
"Mushtaque Ali","Independent",94,"99108","67490","63390","4100","PS-54",2018,0,63390
"Pir Imdad Ali Shah Jeelani","Independent",10090,"99108","67490","63390","4100","PS-54",2018,0,63390
"Rustam Ali Samejo","Independent",23,"99108","67490","63390","4100","PS-54",2018,0,63390
"Abdul Ghani Khan Fateh Ali","Independent",9808,"143308","98919","91787","7132","PS-55",2018,0,91603
"Ali Akber","Independent",93,"143308","98919","91787","7132","PS-55",2018,0,91603
"Arbab anwar jabbar","Grand Democratic Alliance",32778,"143308","98919","91787","7132","PS-55",2018,0,91603
"Bhooro Lal","Independent",389,"143308","98919","91787","7132","PS-55",2018,0,91603
"Farooq sattar","Independent",30,"143308","98919","91787","7132","PS-55",2018,0,91603
"Imran Khan","Independent",59,"143308","98919","91787","7132","PS-55",2018,0,91603
"lajpat rai","Independent",16,"143308","98919","91787","7132","PS-55",2018,0,91603
"Mubarak","Independent",21,"143308","98919","91787","7132","PS-55",2018,0,91603
"Muhammad Qasim","Pakistan Peoples Party Parliamentarians",47117,"143308","98919","91787","7132","PS-55",2018,0,91603
"Nazia Anjum","Independent",25,"143308","98919","91787","7132","PS-55",2018,0,91603
"Pir Noor Muhammad Shah Jeelani","Independent",138,"143308","98919","91787","7132","PS-55",2018,0,91603
"Qambar Khan","Independent",95,"143308","98919","91787","7132","PS-55",2018,0,91603
"Sardar Khan","Independent",33,"143308","98919","91787","7132","PS-55",2018,0,91603
"Sikandar Ali","Independent",992,"143308","98919","91787","7132","PS-55",2018,0,91603
"Zulifqar Ali","Independent",9,"143308","98919","91787","7132","PS-55",2018,0,91603
"ABDUL KARIM","Tehreek-e-Labbaik Pakistan",445,"152150","111780","105925","5855","PS-56",2018,0,105839
"Arbab Togachi Fawad Razzaque","Grand Democratic Alliance",33173,"152150","111780","105925","5855","PS-56",2018,0,105839
"Arbab Zakaullah","Independent",687,"152150","111780","105925","5855","PS-56",2018,0,105839
"DILEEP KUMAR","Independent",1445,"152150","111780","105925","5855","PS-56",2018,0,105839
"FAQEER FAIZ MUHAMMAD BILALANI","Independent",563,"152150","111780","105925","5855","PS-56",2018,0,105839
"FAQEER SHER MUHAMMAD BILALANI","Pakistan Peoples Party Parliamentarians",54755,"152150","111780","105925","5855","PS-56",2018,0,105839
"GHULAM MUSTAFA","Independent",78,"152150","111780","105925","5855","PS-56",2018,0,105839
"IRSHAD ALI","Independent",368,"152150","111780","105925","5855","PS-56",2018,0,105839
"KHENPAL DAS","Independent",28,"152150","111780","105925","5855","PS-56",2018,0,105839
"LAJPAT RAI SON OF GHAMAN SINGH","Independent",12347,"152150","111780","105925","5855","PS-56",2018,0,105839
"LAJPAT RAI SON OF KALJI MAL","Independent",23,"152150","111780","105925","5855","PS-56",2018,0,105839
"LAJPAT RAI SON OF KANJI MAL","Independent",552,"152150","111780","105925","5855","PS-56",2018,0,105839
"MANOJ KUMAR","Independent",76,"152150","111780","105925","5855","PS-56",2018,0,105839
"MIR MUHAMMAD","Muttahida Majlis-e-Amal Pakistan",818,"152150","111780","105925","5855","PS-56",2018,0,105839
"MOHAN MANJIANI","Independent",27,"152150","111780","105925","5855","PS-56",2018,0,105839
"PARDEEP MEGHWAR","Independent",102,"152150","111780","105925","5855","PS-56",2018,0,105839
"SUNITA BAI","Independent",352,"152150","111780","105925","5855","PS-56",2018,0,105839
"Arbab Amir Amanullah","Independent",24,"179722","123480","116880","6600","PS-57",2018,0,116314
"Arbab anwar jabbar","Independent",34,"179722","123480","116880","6600","PS-57",2018,0,116314
"Arbab Ghulam Rahim","Grand Democratic Alliance",44670,"179722","123480","116880","6600","PS-57",2018,0,116314
"Arbab Lutfullah","Pakistan Peoples Party Parliamentarians",65016,"179722","123480","116880","6600","PS-57",2018,0,116314
"Arbab togachi fawad razaque","Independent",116,"179722","123480","116880","6600","PS-57",2018,0,116314
"Arbab Zakaullah","Independent",167,"179722","123480","116880","6600","PS-57",2018,0,116314
"Bharat Kumar Suthar","Independent",826,"179722","123480","116880","6600","PS-57",2018,0,116314
"Gajo","Independent",57,"179722","123480","116880","6600","PS-57",2018,0,116314
"Ghansham Malhi","Independent",219,"179722","123480","116880","6600","PS-57",2018,0,116314
"Gianchand","Independent",41,"179722","123480","116880","6600","PS-57",2018,0,116314
"Kanwar Kumar","Independent",117,"179722","123480","116880","6600","PS-57",2018,0,116314
"Keemat Rai","Independent",289,"179722","123480","116880","6600","PS-57",2018,0,116314
"MANOJ KUMAR","Independent",92,"179722","123480","116880","6600","PS-57",2018,0,116314
"Molana Azizullah Sand","Muttahida Majlis-e-Amal Pakistan",1042,"179722","123480","116880","6600","PS-57",2018,0,116314
"Muharm Ali","Tehreek-e-Labbaik Pakistan",710,"179722","123480","116880","6600","PS-57",2018,0,116314
"PARDEEP MEGHWAR","Independent",2697,"179722","123480","116880","6600","PS-57",2018,0,116314
"SUNITA BAI","Independent",197,"179722","123480","116880","6600","PS-57",2018,0,116314
"Gul Sher","Pakistan Peoples Party (Shaheed Bhutto)",351,"179048","97520","94989","2531","PS-58",2018,0,93030
"Gul Sher Sario","Independent",197,"179048","97520","94989","2531","PS-58",2018,0,93030
"Makhdoom Fazal Hussain Qureshi","Independent",124,"179048","97520","94989","2531","PS-58",2018,0,93030
"Makhdoom Mehboob Zaman","Pakistan Peoples Party Parliamentarians",56811,"179048","97520","94989","2531","PS-58",2018,0,93030
"Makhdoom Shahzad Ali","Independent",213,"179048","97520","94989","2531","PS-58",2018,0,93030
"Naseer Ahmed","Grand Democratic Alliance",34642,"179048","97520","94989","2531","PS-58",2018,0,93030
"Sachal Shah","Independent",230,"179048","97520","94989","2531","PS-58",2018,0,93030
"Shamsuddin Memon","Pak Sarzameen Party",99,"179048","97520","94989","2531","PS-58",2018,0,93030
"Syed Farman Ali Shah","Independent",363,"179048","97520","94989","2531","PS-58",2018,0,93030
"Abdul Razaque Jafrani Khoso","Pakistan Tehreek-e-Insaf",457,"163858","87850","84236","3614","PS-59",2018,0,84236
"Akhtar Hussain","Independent",509,"163858","87850","84236","3614","PS-59",2018,0,84236
"Ali Sher","Independent",111,"163858","87850","84236","3614","PS-59",2018,0,84236
"Altaf Hussain Burdi","Pak Sarzameen Party",84,"163858","87850","84236","3614","PS-59",2018,0,84236
"Awais Gul Memon","Independent",557,"163858","87850","84236","3614","PS-59",2018,0,84236
"Imtiaz Ali","Independent",786,"163858","87850","84236","3614","PS-59",2018,0,84236
"Makhdoom Rafik Zaman","Pakistan Peoples Party Parliamentarians",46320,"163858","87850","84236","3614","PS-59",2018,0,84236
"Muhammad Saleh Jakhrejo","Independent",124,"163858","87850","84236","3614","PS-59",2018,0,84236
"Muhammad Siddique Khidri","Independent",541,"163858","87850","84236","3614","PS-59",2018,0,84236
"Nargis naz","Pakistan Muslim League (N)",392,"163858","87850","84236","3614","PS-59",2018,0,84236
"Nawab Tarique Hussain","Independent",84,"163858","87850","84236","3614","PS-59",2018,0,84236
"Saeed Ahmed","Independent",130,"163858","87850","84236","3614","PS-59",2018,0,84236
"Sarang Khan Mangwano","Mutahidda Qabail Party",7739,"163858","87850","84236","3614","PS-59",2018,0,84236
"Syed Ali Hussain Shah","Independent",99,"163858","87850","84236","3614","PS-59",2018,0,84236
"Syed Jalal Shah","Grand Democratic Alliance",24366,"163858","87850","84236","3614","PS-59",2018,0,84236
"Syed Meer Kazim Shah Hussainy","Independent",1649,"163858","87850","84236","3614","PS-59",2018,0,84236
"Syed Mir Ali Shah","Independent",288,"163858","87850","84236","3614","PS-59",2018,0,84236
"Mir Shabbir Ali Bijarani","Pakistan Peoples Party Parliamentarians",1,"0","0","0","0","PS-6",2018,0,1
"Abdul jabbar","Tehreek-e-Labbaik Pakistan",3504,"201430","103805","99543","4262","PS-60",2018,0,99543
"Ali Ahmed palh","Pakistan Tehreek-e-Insaf",34726,"201430","103805","99543","4262","PS-60",2018,0,99543
"Altaf Hussain","Independent",2221,"201430","103805","99543","4262","PS-60",2018,0,99543
"Amir Ali Thebo","Sindh United Party",108,"201430","103805","99543","4262","PS-60",2018,0,99543
"Gul Hassan","Independent",1879,"201430","103805","99543","4262","PS-60",2018,0,99543
"Habibullah Palh","Independent",69,"201430","103805","99543","4262","PS-60",2018,0,99543
"Kaleem ullah khan","Pakistan Rah-e-Haq Party",243,"201430","103805","99543","4262","PS-60",2018,0,99543
"Kashif naseeb","Muttahida Qaumi Movement Pakistan",388,"201430","103805","99543","4262","PS-60",2018,0,99543
"Kishor Kumar","Independent",127,"201430","103805","99543","4262","PS-60",2018,0,99543
"Mehboob Ali","Independent",110,"201430","103805","99543","4262","PS-60",2018,0,99543
"Memoona khatoon","Independent",81,"201430","103805","99543","4262","PS-60",2018,0,99543
"Muhammad ishfaq","Muttahida Majlis-e-Amal Pakistan",3016,"201430","103805","99543","4262","PS-60",2018,0,99543
"Pir Ghulam Nabi Shah","Independent",264,"201430","103805","99543","4262","PS-60",2018,0,99543
"Rashid Hussain","Independent",75,"201430","103805","99543","4262","PS-60",2018,0,99543
"Shahbaz Ahmed khan","Pak Sarzameen Party",446,"201430","103805","99543","4262","PS-60",2018,0,99543
"Sher Muhammad Mirjat Baloch","Independent",178,"201430","103805","99543","4262","PS-60",2018,0,99543
"Sherimati dero","Tabdeeli Pasand Party Pakistan",386,"201430","103805","99543","4262","PS-60",2018,0,99543
"Syed Ali Nawaz Shah Rizvi","Independent",106,"201430","103805","99543","4262","PS-60",2018,0,99543
"Syed Altaf Hussain shah","Independent",323,"201430","103805","99543","4262","PS-60",2018,0,99543
"Syed Zia Abbas shah","Pakistan Peoples Party Parliamentarians",51293,"201430","103805","99543","4262","PS-60",2018,0,99543
"Abdul Hafeez","Muttahida Majlis-e-Amal Pakistan",1367,"163530","93672","90020","3652","PS-61",2018,0,90020
"Aijaz Ali","Independent",67,"163530","93672","90020","3652","PS-61",2018,0,90020
"Altaf Hussain","Independent",187,"163530","93672","90020","3652","PS-61",2018,0,90020
"Amershi","Independent",176,"163530","93672","90020","3652","PS-61",2018,0,90020
"Amiro","Independent",96,"163530","93672","90020","3652","PS-61",2018,0,90020
"Asad Ali","Independent",155,"163530","93672","90020","3652","PS-61",2018,0,90020
"Dhani Bux","Pakistan Rah-e-Haq Party",117,"163530","93672","90020","3652","PS-61",2018,0,90020
"Habibullah Palh","Independent",27,"163530","93672","90020","3652","PS-61",2018,0,90020
"Imdad Ali Pitafi","Pakistan Peoples Party Parliamentarians",47383,"163530","93672","90020","3652","PS-61",2018,0,90020
"Khair Muhammad Khokhar","Grand Democratic Alliance",38969,"163530","93672","90020","3652","PS-61",2018,0,90020
"Muhammad Aslam","Pakistan Tehreek-e-Insaf",640,"163530","93672","90020","3652","PS-61",2018,0,90020
"Muhammad Saleh Kumbhar","Independent",39,"163530","93672","90020","3652","PS-61",2018,0,90020
"Sahib Ali","Sindh United Party",206,"163530","93672","90020","3652","PS-61",2018,0,90020
"Zulqarnain Khokhar","Independent",591,"163530","93672","90020","3652","PS-61",2018,0,90020
"Abdul Majeed","Pakistan Peoples Party (Shaheed Bhutto)",381,"132864","57116","55283","1833","PS-62",2018,0,55233
"Allah Dad Talpur","Independent",21,"132864","57116","55283","1833","PS-62",2018,0,55233
"Ayaz Latif Palijo","Grand Democratic Alliance",13631,"132864","57116","55283","1833","PS-62",2018,0,55233
"Dodo Maheri","Sindh United Party",24,"132864","57116","55283","1833","PS-62",2018,0,55233
"Habib Ur Rehman","Independent",38,"132864","57116","55283","1833","PS-62",2018,0,55233
"Jam Khan Shoro","Pakistan Peoples Party Parliamentarians",35275,"132864","57116","55283","1833","PS-62",2018,0,55233
"Mehfooz Ur Rehman Ursani","Pakistan Tehreek-e-Insaf",4337,"132864","57116","55283","1833","PS-62",2018,0,55233
"Muhammad Ali Abro","Independent",98,"132864","57116","55283","1833","PS-62",2018,0,55233
"Muhammad Ali Vighio","Independent",169,"132864","57116","55283","1833","PS-62",2018,0,55233
"Qadir Bux Magsi","Independent",1045,"132864","57116","55283","1833","PS-62",2018,0,55233
"Riaz Hussain","Muttahida Qaumi Movement Pakistan",51,"132864","57116","55283","1833","PS-62",2018,0,55233
"Roshan Ali","Independent",39,"132864","57116","55283","1833","PS-62",2018,0,55233
"Saddam Hussain","Pak Sarzameen Party",87,"132864","57116","55283","1833","PS-62",2018,0,55233
"Shahid Hussain Solangi","Independent",37,"132864","57116","55283","1833","PS-62",2018,0,55233
"Asif Raza","Muttahida Majlis-e-Amal Pakistan",7465,"160241","82940","78975","3965","PS-63",2018,0,78975
"Atif Ali","Muttahida Qaumi Movement Pakistan",280,"160241","82940","78975","3965","PS-63",2018,0,78975
"Habibullah","Pasban Pakistan.",387,"160241","82940","78975","3965","PS-63",2018,0,78975
"Hoat Khan","Independent",118,"160241","82940","78975","3965","PS-63",2018,0,78975
"Javed Rajput","Pakistan Sunni Tehreek",80,"160241","82940","78975","3965","PS-63",2018,0,78975
"Muhammad Ali Kazi","Tabdeeli Pasand Party Pakistan",22571,"160241","82940","78975","3965","PS-63",2018,0,78975
"Muhammad Rizwan","Independent",526,"160241","82940","78975","3965","PS-63",2018,0,78975
"Qurban Ali Sodhro","Independent",126,"160241","82940","78975","3965","PS-63",2018,0,78975
"Riaz Hussain","Sindh United Party",143,"160241","82940","78975","3965","PS-63",2018,0,78975
"Sheeraz Ahmed Shoro","Allah-o-Akbar Tehreek",84,"160241","82940","78975","3965","PS-63",2018,0,78975
"Sherjeel Inam","Pakistan Peoples Party Parliamentarians",44243,"160241","82940","78975","3965","PS-63",2018,0,78975
"Umar Khalil Jan","Independent",1627,"160241","82940","78975","3965","PS-63",2018,0,78975
"Zeenat Inam","Independent",746,"160241","82940","78975","3965","PS-63",2018,0,78975
"Zeeshan","Independent",579,"160241","82940","78975","3965","PS-63",2018,0,78975
"ABDUL JABBAR","Pakistan Peoples Party Parliamentarians",21880,"170540","71944","70228","1716","PS-64",2018,0,70228
"AHMED HYDER","Pakistan Muslim League (N)",1266,"170540","71944","70228","1716","PS-64",2018,0,70228
"Amarshi","Independent",594,"170540","71944","70228","1716","PS-64",2018,0,70228
"ANWAR AHMAD","Independent",289,"170540","71944","70228","1716","PS-64",2018,0,70228
"Arsalan Hyder Bhatti","Independent",18,"170540","71944","70228","1716","PS-64",2018,0,70228
"ASHRAF ALI","Independent",64,"170540","71944","70228","1716","PS-64",2018,0,70228
"GHULAM RASOOL","Pakistan Tehreek-e-Insaf",10422,"170540","71944","70228","1716","PS-64",2018,0,70228
"GHULAM RASOOL MEO","Pakistan Sunni Tehreek",836,"170540","71944","70228","1716","PS-64",2018,0,70228
"GUL HASSAN MIRBEHAR","Sindh United Party",454,"170540","71944","70228","1716","PS-64",2018,0,70228
"IMDAD HUSSAIN","Independent",571,"170540","71944","70228","1716","PS-64",2018,0,70228
"IRFAN MUHAMMAD KHAN","Independent",416,"170540","71944","70228","1716","PS-64",2018,0,70228
"MUHAMMAD AIJAZ SHAIKH","Pak Sarzameen Party",2744,"170540","71944","70228","1716","PS-64",2018,0,70228
"MUHAMMAD YOUNUS","Muttahida Qaumi Movement Pakistan",18281,"170540","71944","70228","1716","PS-64",2018,0,70228
"MUHAMMAD ZUBAIR MALIK","Independent",128,"170540","71944","70228","1716","PS-64",2018,0,70228
"RASHEED AHMED KHAN","Independent",57,"170540","71944","70228","1716","PS-64",2018,0,70228
"RASHID ALI","Tehreek-e-Labbaik Pakistan",7895,"170540","71944","70228","1716","PS-64",2018,0,70228
"SAIF UR REHMAN","Muttahida Majlis-e-Amal Pakistan",2378,"170540","71944","70228","1716","PS-64",2018,0,70228
"SHAFIQ AHMED","Independent",97,"170540","71944","70228","1716","PS-64",2018,0,70228
"SHAKEEL UR REHMAN","All Pakistan Muslim League",287,"170540","71944","70228","1716","PS-64",2018,0,70228
"SYED AZHAR ALI SHAH","Independent",127,"170540","71944","70228","1716","PS-64",2018,0,70228
"Syed Mazhar Kamal","Independent",59,"170540","71944","70228","1716","PS-64",2018,0,70228
"SYED RAZA UL HASSAN","Independent",315,"170540","71944","70228","1716","PS-64",2018,0,70228
"WALIULLAH PANHWAR","Allah-o-Akbar Tehreek",1050,"170540","71944","70228","1716","PS-64",2018,0,70228
"Aijaz","Independent",67,"213915","81913","80225","1688","PS-65",2018,0,80225
"Asifa","Pakistan Muslim League",1658,"213915","81913","80225","1688","PS-65",2018,0,80225
"Faisal Ahmed Khan","Allah-o-Akbar Tehreek",1318,"213915","81913","80225","1688","PS-65",2018,0,80225
"Habib Ur Rehman","Independent",44,"213915","81913","80225","1688","PS-65",2018,0,80225
"Jahanzaib yousafzai","All Pakistan Muslim League",681,"213915","81913","80225","1688","PS-65",2018,0,80225
"Kamran Ahmed Khan","Independent",159,"213915","81913","80225","1688","PS-65",2018,0,80225
"Mohsin ali sheikh","Independent",479,"213915","81913","80225","1688","PS-65",2018,0,80225
"Muhammad Ali malik","Pakistan Sunni Tehreek",216,"213915","81913","80225","1688","PS-65",2018,0,80225
"Muhammad Asif","Pakistan Rah-e-Haq Party",459,"213915","81913","80225","1688","PS-65",2018,0,80225
"Muhammad Farhan","Independent",65,"213915","81913","80225","1688","PS-65",2018,0,80225
"Muhammad Saleem","Independent",35,"213915","81913","80225","1688","PS-65",2018,0,80225
"Muhammad Tahir","Tehreek-e-Labbaik Pakistan",3570,"213915","81913","80225","1688","PS-65",2018,0,80225
"Mushtaque Ahmed","Independent",31,"213915","81913","80225","1688","PS-65",2018,0,80225
"Mustansar Billah","Pakistan Tehreek-e-Insaf",21325,"213915","81913","80225","1688","PS-65",2018,0,80225
"Nadeem Ahmed Siddiqui","Muttahida Qaumi Movement Pakistan",28156,"213915","81913","80225","1688","PS-65",2018,0,80225
"Raheel Ahmed","Pak Sarzameen Party",7681,"213915","81913","80225","1688","PS-65",2018,0,80225
"Saghir ahmed sheikh","Independent",915,"213915","81913","80225","1688","PS-65",2018,0,80225
"Sanam Talpur","Pakistan Peoples Party Parliamentarians",8431,"213915","81913","80225","1688","PS-65",2018,0,80225
"Suleman","Independent",1452,"213915","81913","80225","1688","PS-65",2018,0,80225
"Syed Ali Raza Shah","Grand Democratic Alliance",561,"213915","81913","80225","1688","PS-65",2018,0,80225
"Syed Farooque Mushtaque","Independent",34,"213915","81913","80225","1688","PS-65",2018,0,80225
"Syed Nasir Ali","Muttahida Majlis-e-Amal Pakistan",2329,"213915","81913","80225","1688","PS-65",2018,0,80225
"Syed Sarwat Fareed Shah","Mohajir Qaumi Movement Pakistan",219,"213915","81913","80225","1688","PS-65",2018,0,80225
"Syed Shahbaz Ali Abdi","Independent",39,"213915","81913","80225","1688","PS-65",2018,0,80225
"Talat Mehmood","Jamiat Ulama-e-Pakistan  (Noorani)",301,"213915","81913","80225","1688","PS-65",2018,0,80225
"Abdul jabbar","Allah-o-Akbar Tehreek",1653,"210308","81270","79905","1365","PS-66",2018,0,79905
"Abdul Rasheed Palari","Independent",111,"210308","81270","79905","1365","PS-66",2018,0,79905
"Abdul waheed qureshi","Muttahida Majlis-e-Amal Pakistan",4694,"210308","81270","79905","1365","PS-66",2018,0,79905
