"candidate_name","candidate_party","candidate_votes","total_registered_votes","total_polled_votes","total_valid_votes","total_rejected_votes","PA_ID","year","failed","sum_valid_votes"
"Moulana Abdul Akbar Chitrali","Muttahida Majlis-e-Amal Pakistan",48616,"269579","164355","158925","5430","NA-1",2018,0,158925
"Saeed ur Rehman","Pakistan Rah-e-Haq Party",3223,"269579","164355","158925","5430","NA-1",2018,0,158925
"Muhammad Yahya","Independent",698,"269579","164355","158925","5430","NA-1",2018,0,158925
"Shahzada Muhammad Taimur Khisrao","Independent",2414,"269579","164355","158925","5430","NA-1",2018,0,158925
"Eid Ul Hussain","Awami National Party",3613,"269579","164355","158925","5430","NA-1",2018,0,158925
"Muhammad Amjad","All Pakistan Muslim League",6755,"269579","164355","158925","5430","NA-1",2018,0,158925
"Taqdira Ajmal","Independent",681,"269579","164355","158925","5430","NA-1",2018,0,158925
"Abdul Latif","Pakistan Tehreek-e-Insaf",38481,"269579","164355","158925","5430","NA-1",2018,0,158925
"Iftikhar Ud Din","Pakistan Muslim League (N)",21016,"269579","164355","158925","5430","NA-1",2018,0,158925
"Nisar Dastageer","Independent",793,"269579","164355","158925","5430","NA-1",2018,0,158925
"Saleem Khan","Pakistan Peoples Party Parliamentarians",32635,"269579","164355","158925","5430","NA-1",2018,0,158925
"Amir Sultan","Muttahida Majlis-e-Amal Pakistan",20800,"374343","128302","123670","4632","NA-10",2018,0,123670
"Bakht Nasib Khan","Awami Workers Party",1200,"374343","128302","123670","4632","NA-10",2018,0,123670
"Hamid Iqbal Khan","Pakistan Peoples Party Parliamentarians",5642,"374343","128302","123670","4632","NA-10",2018,0,123670
"Ibadullah Khan","Pakistan Muslim League (N)",34070,"374343","128302","123670","4632","NA-10",2018,0,123670
"Praviz Ahmad","Independent",1093,"374343","128302","123670","4632","NA-10",2018,0,123670
"Sadeed ur Rahman","Awami National Party",32665,"374343","128302","123670","4632","NA-10",2018,0,123670
"Safeer Khan","Independent",121,"374343","128302","123670","4632","NA-10",2018,0,123670
"Said Fareen","Independent",247,"374343","128302","123670","4632","NA-10",2018,0,123670
"Waqar Ahmad Khan","Pakistan Tehreek-e-Insaf",27832,"374343","128302","123670","4632","NA-10",2018,0,123670
"ARSHAD AHMAD","Muttahida Majlis-e-Amal Pakistan",455,"362673","223684","216487","7197","NA-100",2018,0,216487
"SHAHBAZ ALI HUSSAINI","Pakistan Kissan Ittehad(Ch. Anwar)",2126,"362673","223684","216487","7197","NA-100",2018,0,216487
"SYED INAYAT ALI SHAH","Pakistan Peoples Party Parliamentarians",40542,"362673","223684","216487","7197","NA-100",2018,0,216487
"MUHAMMAD ALI SHAH","Awami Justice Party Pakistan",353,"362673","223684","216487","7197","NA-100",2018,0,216487
"UMAR DRAZ","Independent",1208,"362673","223684","216487","7197","NA-100",2018,0,216487
"MUHAMMAD NAWAZ","Allah-o-Akbar Tehreek",1445,"362673","223684","216487","7197","NA-100",2018,0,216487
"QAISER AHMED SHEIKH","Pakistan Muslim League (N)",76415,"362673","223684","216487","7197","NA-100",2018,0,216487
"ZULFIQAR ALI SHAH","Pakistan Tehreek-e-Insaf",75559,"362673","223684","216487","7197","NA-100",2018,0,216487
"MUHAMMAD IMRAN","Independent",1735,"362673","223684","216487","7197","NA-100",2018,0,216487
"MUHAMMAD USMAN","Tehreek-e-Labbaik Pakistan",6593,"362673","223684","216487","7197","NA-100",2018,0,216487
"SHEIKH KAISER MEHMOOD","Independent",5954,"362673","223684","216487","7197","NA-100",2018,0,216487
"NOREEN BASIT","Independent",3723,"362673","223684","216487","7197","NA-100",2018,0,216487
"ARSHAD ABBAS SHAH","Jamhoori Wattan Party",379,"362673","223684","216487","7197","NA-100",2018,0,216487
"Shabbir Ahmad","Independent",588,"459268","267262","260844","6418","NA-101",2018,0,260844
"Afifa Saddiqui","Muttahida Majlis-e-Amal Pakistan",325,"459268","267262","260844","6418","NA-101",2018,0,260844
"Ishfaq Ahmad","Tehreek-e-Labbaik Islam",1523,"459268","267262","260844","6418","NA-101",2018,0,260844
"Imdad Ali","Allah-o-Akbar Tehreek",5343,"459268","267262","260844","6418","NA-101",2018,0,260844
"Muhammad Azeem Aslam","Independent",253,"459268","267262","260844","6418","NA-101",2018,0,260844
"Sajjad Ahmad","All Pakistan Muslim League",406,"459268","267262","260844","6418","NA-101",2018,0,260844
"Zafar Zulqarnain Sahi","Pakistan Tehreek-e-Insaf",86575,"459268","267262","260844","6418","NA-101",2018,0,260844
"Muhammad Zahir","Independent",439,"459268","267262","260844","6418","NA-101",2018,0,260844
"Muhammad Asim Nazir","Independent",147812,"459268","267262","260844","6418","NA-101",2018,0,260844
"Iftikhar Ali","Tehreek-e-Labbaik Pakistan",9962,"459268","267262","260844","6418","NA-101",2018,0,260844
"Rizwan Liaqat","Independent",942,"459268","267262","260844","6418","NA-101",2018,0,260844
"Fawad Ahmad Cheema","Independent",329,"459268","267262","260844","6418","NA-101",2018,0,260844
"TARIQ MEHMOOD","Pakistan Peoples Party Parliamentarians",6088,"459268","267262","260844","6418","NA-101",2018,0,260844
"Farman Ali Khan","Independent",259,"459268","267262","260844","6418","NA-101",2018,0,260844
"CHAUDHARY MUHAMMAD TAYYAB ARIF","Independent",561,"499195","272926","266192","6737","NA-102",2018,0,266192
"IRFAN SHAHID WASSIR","Independent",1361,"499195","272926","266192","6737","NA-102",2018,0,266192
"KASHIF ALTAF","Allah-o-Akbar Tehreek",6127,"499195","272926","266192","6737","NA-102",2018,0,266192
"MUHAMMAD AKRAM CHAUHDARY","Independent",8573,"499195","272926","266192","6737","NA-102",2018,0,266192
"MUHAMMAD ASHRAF CHAUDHARY","Independent",67,"499195","272926","266192","6737","NA-102",2018,0,266192
"MUHAMMAD BILAL BADAR","Independent",472,"499195","272926","266192","6737","NA-102",2018,0,266192
"MUHAMMAD KAMRAN","Move on Pakistan",1874,"499195","272926","266192","6737","NA-102",2018,0,266192
"MUHAMMAD SHAHJAHAN KHAN","Pakistan Peoples Party Parliamentarians",19546,"499195","272926","266192","6737","NA-102",2018,0,266192
"MUHAMMAD TALLAL BADAR","Pakistan Muslim League (N)",97869,"499195","272926","266192","6737","NA-102",2018,0,266192
"NAWAB SHER","Pakistan Tehreek-e-Insaf",109708,"499195","272926","266192","6737","NA-102",2018,0,266192
"RASHEED AHMAD KHAN RANA","All Pakistan Muslim League",714,"499195","272926","266192","6737","NA-102",2018,0,266192
"RIAZ AHMAD","Pakistan Peoples Party (Shaheed Bhutto)",975,"499195","272926","266192","6737","NA-102",2018,0,266192
"SADIA AKHTAR","Independent",295,"499195","272926","266192","6737","NA-102",2018,0,266192
"SANAULLAH QAMAR BAJWA","Independent",115,"499195","272926","266192","6737","NA-102",2018,0,266192
"SYED TAYYAB RAZA SHAH","Tehreek-e-Labbaik Pakistan",16091,"499195","272926","266192","6737","NA-102",2018,0,266192
"UMAIR WASI CHOUDHARY","Independent",1844,"499195","272926","266192","6737","NA-102",2018,0,266192
"Abdul Khaliq","Allah-o-Akbar Tehreek",4289,"493818","275925","267809","8116","NA-104",2018,0,267809
"Ch  Muhammad Shahbaz Babar","Pakistan Muslim League (N)",95099,"493818","275925","267809","8116","NA-104",2018,0,267809
"ch mazhar ali gill","Independent",865,"493818","275925","267809","8116","NA-104",2018,0,267809
"Fahd Ghaffar","Tehreek-e-Labbaik Pakistan",6393,"493818","275925","267809","8116","NA-104",2018,0,267809
"Khalid Mehmood Gill","Independent",57362,"493818","275925","267809","8116","NA-104",2018,0,267809
"Muhammad Bilal Farooq Khan","Independent",1016,"493818","275925","267809","8116","NA-104",2018,0,267809
"Muhammad Faheem Akhtar","Independent",2258,"493818","275925","267809","8116","NA-104",2018,0,267809
"Muhammad Shoukat Iqbal","Independent",626,"493818","275925","267809","8116","NA-104",2018,0,267809
"Muhammad Younas","Independent",382,"493818","275925","267809","8116","NA-104",2018,0,267809
"Raheel Abid","Tehreek-e-Labbaik Islam",3043,"493818","275925","267809","8116","NA-104",2018,0,267809
"Rana Muhammad Farooq Saeed Khan","Pakistan Peoples Party Parliamentarians",21718,"493818","275925","267809","8116","NA-104",2018,0,267809
"Sardar Dildar Ahmad Cheema","Pakistan Tehreek-e-Insaf",73320,"493818","275925","267809","8116","NA-104",2018,0,267809
"Sardar Sarfraz Ahmad Cheema","Independent",536,"493818","275925","267809","8116","NA-104",2018,0,267809
"Shafqat Rasul","Independent",902,"493818","275925","267809","8116","NA-104",2018,0,267809
"Nadeem Hayat Khan","Independent",565,"440419","250355","241220","9135","NA-105",2018,0,240501
"Ibrar Hussain","Tehreek-e-Labbaik Pakistan",15237,"440419","250355","241220","9135","NA-105",2018,0,240501
"Asif Touseef","Independent",168,"440419","250355","241220","9135","NA-105",2018,0,240501
"Raza Nasrullah","Pakistan Tehreek-e-Insaf",77862,"440419","250355","241220","9135","NA-105",2018,0,240501
"Tariq Ali","Pakistan Muslim Alliance",106,"440419","250355","241220","9135","NA-105",2018,0,240501
"Ahsan Raza","Independent",243,"440419","250355","241220","9135","NA-105",2018,0,240501
"Mian Muhammad Farooq","Pakistan Muslim League (N)",56540,"440419","250355","241220","9135","NA-105",2018,0,240501
"mian moazzam farooq","Independent",6472,"440419","250355","241220","9135","NA-105",2018,0,240501
"Muhammad Qasim Farooq","Independent",822,"440419","250355","241220","9135","NA-105",2018,0,240501
"Umar Farooq","Independent",290,"440419","250355","241220","9135","NA-105",2018,0,240501
"Muhammad Masood Nazir","Independent",69211,"440419","250355","241220","9135","NA-105",2018,0,240501
"Mohammad Ejaz Choudhry","Pakistan Peoples Party Parliamentarians",5795,"440419","250355","241220","9135","NA-105",2018,0,240501
"Nawaz Ahmad Cheema","Allah-o-Akbar Tehreek",7190,"440419","250355","241220","9135","NA-105",2018,0,240501
"Ahmad Shehryar","Independent",490,"415496","244816","239441","5375","NA-106",2018,0,239441
"Basharat Ali","Independent",2546,"415496","244816","239441","5375","NA-106",2018,0,239441
"Muhammad Abbas Haider","Tehreek-e-Labbaik Pakistan",9986,"415496","244816","239441","5375","NA-106",2018,0,239441
"Muhammad Haroon","Independent",1419,"415496","244816","239441","5375","NA-106",2018,0,239441
"Mumtaz Hussain","Muttahida Majlis-e-Amal Pakistan",2083,"415496","244816","239441","5375","NA-106",2018,0,239441
"Nisar Ahmad","Pakistan Tehreek-e-Insaf",103799,"415496","244816","239441","5375","NA-106",2018,0,239441
"Rana Sana Ullah Khan","Pakistan Muslim League (N)",106319,"415496","244816","239441","5375","NA-106",2018,0,239441
"Saeed Iqbal","Pakistan Peoples Party Parliamentarians",12799,"415496","244816","239441","5375","NA-106",2018,0,239441
"Muhammad Hanif","Muttahida Majlis-e-Amal Pakistan",1956,"433402","249294","245950","3344","NA-107",2018,0,245950
"Haji Muhammad Akram Ansari","Pakistan Muslim League (N)",102159,"433402","249294","245950","3344","NA-107",2018,0,245950
"Sardar Muhammad","Pakistan Peoples Party Parliamentarians",2652,"433402","249294","245950","3344","NA-107",2018,0,245950
"Rabia Mukhtar","Allah-o-Akbar Tehreek",3537,"433402","249294","245950","3344","NA-107",2018,0,245950
"Khurram Shahzad","Pakistan Tehreek-e-Insaf",126441,"433402","249294","245950","3344","NA-107",2018,0,245950
"Muhammad Zeeshan","Tehreek-e-Labbaik Pakistan",9034,"433402","249294","245950","3344","NA-107",2018,0,245950
"Muhammad Asif","Amun Taraqqi Party",171,"433402","249294","245950","3344","NA-107",2018,0,245950
"ABID SHER ALI","Pakistan Muslim League (N)",111529,"434583","247759","242582","5177","NA-108",2018,0,242582
"ASGHAR ALI QAISER","Pakistan Peoples Party Parliamentarians",4897,"434583","247759","242582","5177","NA-108",2018,0,242582
"AZHAR ABBAS","Pak Sarzameen Party",245,"434583","247759","242582","5177","NA-108",2018,0,242582
"FARRUKH HABIB","Pakistan Tehreek-e-Insaf",112740,"434583","247759","242582","5177","NA-108",2018,0,242582
"MUHAMMAD ASLAM","Independent",244,"434583","247759","242582","5177","NA-108",2018,0,242582
"MUHAMMAD ZAKARIA SYED","Muttahida Majlis-e-Amal Pakistan",1827,"434583","247759","242582","5177","NA-108",2018,0,242582
"RANA ABU KHABIB REHMAN KHAN","Allah-o-Akbar Tehreek",2638,"434583","247759","242582","5177","NA-108",2018,0,242582
"RIZWAN MAHMOOD","Awami Justice Party Pakistan",387,"434583","247759","242582","5177","NA-108",2018,0,242582
"SHAHBAZ ALI GULZAR","Tehreek-e-Labbaik Pakistan",8075,"434583","247759","242582","5177","NA-108",2018,0,242582
"MUHAMMAD KAMRAN ASGHAR","Independent",122,"420767","244241","239769","4472","NA-109",2018,0,239769
"MUHAMMAD MANSOOR AHMAD AWAN","Tehreek-e-Labbaik Islam",781,"420767","244241","239769","4472","NA-109",2018,0,239769
"ZAFAR HUSSAIN KHAN","Muttahida Majlis-e-Amal Pakistan",2724,"420767","244241","239769","4472","NA-109",2018,0,239769
"FAIZ ULLAH","Pakistan Tehreek-e-Insaf",122905,"420767","244241","239769","4472","NA-109",2018,0,239769
"MIAN ABDUL MANNAN","Pakistan Muslim League (N)",94476,"420767","244241","239769","4472","NA-109",2018,0,239769
"MUHAMMAD ASIF","Pakistan Sunni Tehreek",151,"420767","244241","239769","4472","NA-109",2018,0,239769
"MUHAMMAD AFZAL","Pakistan Peoples Party Parliamentarians",3090,"420767","244241","239769","4472","NA-109",2018,0,239769
"KALEEM ULLAH KAMOKA","Independent",367,"420767","244241","239769","4472","NA-109",2018,0,239769
"FAYYAZ AHMED","Allah-o-Akbar Tehreek",5178,"420767","244241","239769","4472","NA-109",2018,0,239769
"MUHAMMAD ASAD IQBAL","Tehreek-e-Labbaik Pakistan",9975,"420767","244241","239769","4472","NA-109",2018,0,239769
"Mehboobullah Jan","Pakistan Muslim League",12627,"154620","63229","61700","1529","NA-11",2018,0,61700
"Syed Gul Badshah","Independent",4487,"154620","63229","61700","1529","NA-11",2018,0,61700
"Haji Misar Khan","Pakistan Muslim League (N)",33,"154620","63229","61700","1529","NA-11",2018,0,61700
"Muhammad Naseer","Independent",26,"154620","63229","61700","1529","NA-11",2018,0,61700
"Malak Nor Wali Shah","Pakistan Peoples Party Parliamentarians",4185,"154620","63229","61700","1529","NA-11",2018,0,61700
"Muhammad Yaseen","Independent",27,"154620","63229","61700","1529","NA-11",2018,0,61700
"Dost Muhammad Shakir","Independent",14148,"154620","63229","61700","1529","NA-11",2018,0,61700
"Juma Din","Pak Sarzameen Party",17,"154620","63229","61700","1529","NA-11",2018,0,61700
"Abdul Qayum","Independent",194,"154620","63229","61700","1529","NA-11",2018,0,61700
"Said Jan","Independent",111,"154620","63229","61700","1529","NA-11",2018,0,61700
"Haji Mir Dad","Independent",32,"154620","63229","61700","1529","NA-11",2018,0,61700
"Shehzad Latif","Independent",66,"154620","63229","61700","1529","NA-11",2018,0,61700
"Afreen Khan","Muttahida Majlis-e-Amal Pakistan",15859,"154620","63229","61700","1529","NA-11",2018,0,61700
"Aurang Zeb","Pakistan Tehreek-e-Insaf",9584,"154620","63229","61700","1529","NA-11",2018,0,61700
"Sher Baz","Independent",26,"154620","63229","61700","1529","NA-11",2018,0,61700
"Noor Ul Amin","Qaumi Watan Party",183,"154620","63229","61700","1529","NA-11",2018,0,61700
"Bakht Jahan","Allah-o-Akbar Tehreek",95,"154620","63229","61700","1529","NA-11",2018,0,61700
"Ayaz Mahmood","Pakistan Sunni Tehreek",100,"445459","253958","249613","4345","NA-110",2018,0,249613
"Hafiz Umer Farooq","Tehreek-e-Labbaik Pakistan",10782,"445459","253958","249613","4345","NA-110",2018,0,249613
"Malik Muhammad Nawaz","Independent",113,"445459","253958","249613","4345","NA-110",2018,0,249613
"Muhammad Afzal Khan","Pakistan Muslim League (N)",108172,"445459","253958","249613","4345","NA-110",2018,0,249613
"MUHAMMAD KAMRAN","Move on Pakistan",706,"445459","253958","249613","4345","NA-110",2018,0,249613
"Muhammad Nadeem Pasha","Barabri Party Pakistan",144,"445459","253958","249613","4345","NA-110",2018,0,249613
"Munawar Fayyaz Sunny","Independent",678,"445459","253958","249613","4345","NA-110",2018,0,249613
"Raja Riaz Ahmad","Pakistan Tehreek-e-Insaf",114215,"445459","253958","249613","4345","NA-110",2018,0,249613
"Sahibzada Muhammad Hamid Raza","Sunni Ittehad Council",5085,"445459","253958","249613","4345","NA-110",2018,0,249613
"Shabbir Asghar","Allah-o-Akbar Tehreek",6533,"445459","253958","249613","4345","NA-110",2018,0,249613
"Younas Suleman","Pakistan Peoples Party Parliamentarians",3085,"445459","253958","249613","4345","NA-110",2018,0,249613
"AMJAD ALI","Pakistan National Muslim League",34849,"439361","256255","246568","9687","NA-111",2018,0,246568
"ATTA ULLAH HAMEED","Independent",494,"439361","256255","246568","9687","NA-111",2018,0,246568
"CHAUDHARY KHALID JAVED","Pakistan Muslim League (N)",110556,"439361","256255","246568","9687","NA-111",2018,0,246568
"FARKHANDA AMJAD","Independent",66,"439361","256255","246568","9687","NA-111",2018,0,246568
"HAJI MUHAMMAD ISHAQ","Pakistan Peoples Party Parliamentarians",2991,"439361","256255","246568","9687","NA-111",2018,0,246568
"MUHAMAMD NOUMAN KHALID","Independent",199,"439361","256255","246568","9687","NA-111",2018,0,246568
"MUHAMMAD ASLAM KHAN","Independent",265,"439361","256255","246568","9687","NA-111",2018,0,246568
"MUHAMMAD ISHTIAQ","Pakistan Sunni Tehreek",157,"439361","256255","246568","9687","NA-111",2018,0,246568
"SAFDAR ALI WAHLA","Tehreek-e-Labbaik Pakistan",8830,"439361","256255","246568","9687","NA-111",2018,0,246568
"TAJ MEHMOOD","Allah-o-Akbar Tehreek",2713,"439361","256255","246568","9687","NA-111",2018,0,246568
"USAMA HAMZA","Pakistan Tehreek-e-Insaf",85448,"439361","256255","246568","9687","NA-111",2018,0,246568
"ANWAR UL HAQ","Independent",357,"469863","278234","272751","5483","NA-112",2018,0,272751
"FURQAN SAEED","Pakistan Freedom Movement",145,"469863","278234","272751","5483","NA-112",2018,0,272751
"Irfan Asad","Pakistan Tehreek-e-Insaf Nazriati",443,"469863","278234","272751","5483","NA-112",2018,0,272751
"khawar ahmed khan","Independent",6463,"469863","278234","272751","5483","NA-112",2018,0,272751
"MIAN UMAR ASHFAQ","Independent",4973,"469863","278234","272751","5483","NA-112",2018,0,272751
"MUHAMMAD AJMAL SIDDIQUE","Tehreek-e-Labbaik Pakistan",3628,"469863","278234","272751","5483","NA-112",2018,0,272751
"MUHAMMAD AMIR MUNIR","Pakistan National Muslim League",223,"469863","278234","272751","5483","NA-112",2018,0,272751
"MUHAMMAD AMJAD","All Pakistan Muslim League",195,"469863","278234","272751","5483","NA-112",2018,0,272751
"MUHAMMAD ASHFAQ","Pakistan Tehreek-e-Insaf",121031,"469863","278234","272751","5483","NA-112",2018,0,272751
"MUHAMMAD JUNAID ANWAR CHAUDHRY","Pakistan Muslim League (N)",125303,"469863","278234","272751","5483","NA-112",2018,0,272751
"MUHAMMAD TAREEJ","Independent",1253,"469863","278234","272751","5483","NA-112",2018,0,272751
"NEELAM JABBAR CHAUDHRY","Pakistan Peoples Party Parliamentarians",2402,"469863","278234","272751","5483","NA-112",2018,0,272751
"SALAH UD DIN","Independent",603,"469863","278234","272751","5483","NA-112",2018,0,272751
"SOBIA JUNAID","Independent",5406,"469863","278234","272751","5483","NA-112",2018,0,272751
"TARIQ ANWAR","Independent",326,"469863","278234","272751","5483","NA-112",2018,0,272751
"AHMAD SHAHZAD SHAH","Tehreek-e-Labbaik Pakistan",8074,"438842","262848","254969","7879","NA-113",2018,0,254969
"AMIR USMAN","Allah-o-Akbar Tehreek",1594,"438842","262848","254969","7879","NA-113",2018,0,254969
"ASAD UR REHMAN","Independent",2335,"438842","262848","254969","7879","NA-113",2018,0,254969
"AZIZ UR REHMAN MAHMOOD","Independent",1530,"438842","262848","254969","7879","NA-113",2018,0,254969
"BABAR KHAN","Independent",233,"438842","262848","254969","7879","NA-113",2018,0,254969
"CHAUDHARY ASAD UR REHMAN","Pakistan Muslim League (N)",106018,"438842","262848","254969","7879","NA-113",2018,0,254969
"GHULAM ABBAS","Muttahida Majlis-e-Amal Pakistan",237,"438842","262848","254969","7879","NA-113",2018,0,254969
"MUHAMMAD AIN ULLAH","Independent",744,"438842","262848","254969","7879","NA-113",2018,0,254969
"MUHAMMAD RIAZ KHAN","Pakistan Tehreek-e-Insaf",128274,"438842","262848","254969","7879","NA-113",2018,0,254969
"MUHAMMAD ZAFAR YAB KHAN","Independent",960,"438842","262848","254969","7879","NA-113",2018,0,254969
"MUSTAFA RAMDAY","Independent",132,"438842","262848","254969","7879","NA-113",2018,0,254969
"NADEEM SHAHZAD","Independent",2041,"438842","262848","254969","7879","NA-113",2018,0,254969
"NASIM IQBAL","Pakistan Peoples Party Parliamentarians",1655,"438842","262848","254969","7879","NA-113",2018,0,254969
"SARWAR CHAUDHARY","Independent",969,"438842","262848","254969","7879","NA-113",2018,0,254969
"SYED ASAD ABBAS SHAH","Independent",173,"438842","262848","254969","7879","NA-113",2018,0,254969
"ALEESHA IFTIKHAR","Independent",65440,"492782","307719","294749","12970","NA-114",2018,0,294749
"MAKHDOOM SYED FAISAL SALEH HAYAT","Pakistan Peoples Party Parliamentarians",105454,"492782","307719","294749","12970","NA-114",2018,0,294749
"ALLAH DAD KHAN","Independent",1460,"492782","307719","294749","12970","NA-114",2018,0,294749
"MUHAMMAD ISRAR UL HAQ CHEEMA","Tehreek-e-Labbaik Pakistan",3916,"492782","307719","294749","12970","NA-114",2018,0,294749
"SAHIBZADA MUHAMMAD MEHBOOB SULTAN","Pakistan Tehreek-e-Insaf",106043,"492782","307719","294749","12970","NA-114",2018,0,294749
"MUHAMMAD ASIF MUAVIA","Independent",9712,"492782","307719","294749","12970","NA-114",2018,0,294749
"NADEEM MUMTAZ QURESHI","Mustaqbil Pakistan",324,"492782","307719","294749","12970","NA-114",2018,0,294749
"HAJI DAUD KHAN","Muttahida Majlis-e-Amal Pakistan",2109,"492782","307719","294749","12970","NA-114",2018,0,294749
"Naveed Mukhtar Ahmed Khan","Independent",291,"492782","307719","294749","12970","NA-114",2018,0,294749
"Abdul Jabbar Khan","Independent",469,"457988","262826","253931","8895","NA-115",2018,0,253830
"GHULAM BIBI","Pakistan Tehreek-e-Insaf",91434,"457988","262826","253931","8895","NA-115",2018,0,253830
"HAKIM ALI","Independent",139,"457988","262826","253931","8895","NA-115",2018,0,253830
"LUBAINA SIDDIQUA","Muttahida Majlis-e-Amal Pakistan",301,"457988","262826","253931","8895","NA-115",2018,0,253830
"MUHAMMAD AHMAD","Independent",68515,"457988","262826","253931","8895","NA-115",2018,0,253830
"MUHAMMAD ILYAS","Independent",240,"457988","262826","253931","8895","NA-115",2018,0,253830
"MUHAMMAD SALEEM TAHIR","Pakistan Muslim League (N)",9783,"457988","262826","253931","8895","NA-115",2018,0,253830
"SHEIKH MUHAMMAD AKRAM","Independent",964,"457988","262826","253931","8895","NA-115",2018,0,253830
"SYEDA SUGHRA IMAM","Independent",21108,"457988","262826","253931","8895","NA-115",2018,0,253830
"WAQAS AKRAM","Independent",60598,"457988","262826","253931","8895","NA-115",2018,0,253830
"ZAWAR HUSSAIN","All Pakistan Muslim League",279,"457988","262826","253931","8895","NA-115",2018,0,253830
"Ameer Abbas Sial","Independent",54176,"475031","295248","282368","12880","NA-116",2018,0,282368
"Fawad Akram","Independent",187,"475031","295248","282368","12880","NA-116",2018,0,282368
"Muhammad Ameer Sultan","Pakistan Tehreek-e-Insaf",90649,"475031","295248","282368","12880","NA-116",2018,0,282368
"MUHAMMAD ASIF MUAVIA","Independent",70842,"475031","295248","282368","12880","NA-116",2018,0,282368
"MUHAMMAD KHURSHEED AHMAD","Independent",553,"475031","295248","282368","12880","NA-116",2018,0,282368
"Muhammad Nasir","Pakistan Peoples Party Parliamentarians",1305,"475031","295248","282368","12880","NA-116",2018,0,282368
"Muhammad Ramzan","Tehreek-e-Labbaik Pakistan",3346,"475031","295248","282368","12880","NA-116",2018,0,282368
"Muhammad Younas Raza","Independent",8936,"475031","295248","282368","12880","NA-116",2018,0,282368
"Nazar Abbas","Pakistan Awami Raj",673,"475031","295248","282368","12880","NA-116",2018,0,282368
"Saima Akhtar","Independent",48731,"475031","295248","282368","12880","NA-116",2018,0,282368
"SHEIKH MUHAMMAD AKRAM","Independent",978,"475031","295248","282368","12880","NA-116",2018,0,282368
"Umer Daraz","Independent",407,"475031","295248","282368","12880","NA-116",2018,0,282368
"Zahoor Ahmad Sajid","Independent",1585,"475031","295248","282368","12880","NA-116",2018,0,282368
"AKRAM HAYAT CHEEMA","Independent",334,"411484","240306","233850","6456","NA-117",2018,0,233870
"ch bilal ahmed virk","Pakistan Tehreek-e-Insaf",66994,"411484","240306","233850","6456","NA-117",2018,0,233870
"CH MUHAMMAD BARJEES TAHIR","Pakistan Muslim League (N)",71891,"411484","240306","233850","6456","NA-117",2018,0,233870
"ch shafqat rasul ghuman","Independent",425,"411484","240306","233850","6456","NA-117",2018,0,233870
"ch waqas ahmed virk","Independent",312,"411484","240306","233850","6456","NA-117",2018,0,233870
"DR HAROON ISHFAQ CHAUDHARY","Allah-o-Akbar Tehreek",1988,"411484","240306","233850","6456","NA-117",2018,0,233870
"MUHAMMAD AZAM","Independent",171,"411484","240306","233850","6456","NA-117",2018,0,233870
"MUHAMMAD RIZWAN WAHGA","Tehreek-e-Labbaik Pakistan",19564,"411484","240306","233850","6456","NA-117",2018,0,233870
"MUHAMMAD WAQAS","Pakistan Peoples Party Parliamentarians",2880,"411484","240306","233850","6456","NA-117",2018,0,233870
"NAEEM IQBAL","Independent",316,"411484","240306","233850","6456","NA-117",2018,0,233870
"TARIQ MEHMOOD BAJWA","Independent",68995,"411484","240306","233850","6456","NA-117",2018,0,233870
"Syed Afzaal Hussain Rizvi","Tehreek-e-Labbaik Pakistan",49345,"371715","217959","208702","9257","NA-118",2018,0,208702
"Ijaz Ahmad Shah","Pakistan Tehreek-e-Insaf",63818,"371715","217959","208702","9257","NA-118",2018,0,208702
"Muneer Ahmad Sabir","Independent",306,"371715","217959","208702","9257","NA-118",2018,0,208702
"Shezra Mansab Ali Khan Kharal","Pakistan Muslim League (N)",61413,"371715","217959","208702","9257","NA-118",2018,0,208702
"Hussain Shahjahan Bhatti","Independent",5208,"371715","217959","208702","9257","NA-118",2018,0,208702
"Tauseef Ahmad Rai","Independent",571,"371715","217959","208702","9257","NA-118",2018,0,208702
"Saeed Ahmad Zafar","Independent",5945,"371715","217959","208702","9257","NA-118",2018,0,208702
"Sadam Hussain","Jannat Pakistan Party",144,"371715","217959","208702","9257","NA-118",2018,0,208702
"Muhammad Shafi","Independent",3226,"371715","217959","208702","9257","NA-118",2018,0,208702
"Shahjahan Ahmad Bhatti","Pakistan Peoples Party Parliamentarians",18726,"371715","217959","208702","9257","NA-118",2018,0,208702
"RANA AFZAAL HUSSAIN","Pakistan Muslim League (N)",94072,"418637","234618","229687","4931","NA-119",2018,0,229687
"SYED FAKHAR ABBAS JAFRI","Independent",1045,"418637","234618","229687","4931","NA-119",2018,0,229687
"SAFDAR SHARAZ","Independent",507,"418637","234618","229687","4931","NA-119",2018,0,229687
"SABIR HUSSAIN","Pakistan Peoples Party Parliamentarians",2339,"418637","234618","229687","4931","NA-119",2018,0,229687
"MUHAMMAD ANWAR RASHEED","Tehreek-e-Labbaik Pakistan",21493,"418637","234618","229687","4931","NA-119",2018,0,229687
"RAHAT AMAN ULLAH BHATTI","Pakistan Tehreek-e-Insaf",110231,"418637","234618","229687","4931","NA-119",2018,0,229687
"Rasheed Ahmed","Independent",11791,"258155","91643","88188","3455","NA-12",2018,0,88188
"Muhammad Nawaz Khan","Pakistan Tehreek-e-Insaf",34270,"258155","91643","88188","3455","NA-12",2018,0,88188
